I	At1	At2	Class
165	-0.62	-0.9840000000000001	-1.0
2651	-0.28800000000000003	0.385	1.0
1891	-0.39399999999999996	1.39	-1.0
3912	-0.38	-1.34	-1.0
2959	0.0292	-1.21	-1.0
627	0.441	-1.13	-1.0
1996	-0.287	-1.07	-1.0
2189	0.982	-0.452	1.0
4792	-1.04	0.621	-1.0
2185	-1.37	-0.12300000000000001	1.0
4299	-1.67	0.88	-1.0
3852	0.125	-1.24	-1.0
334	0.867	0.81	-1.0
1283	1.24	0.828	-1.0
5194	-0.674	0.8420000000000001	-1.0
3546	-1.3	-1.08	1.0
3956	-0.35700000000000004	1.51	-1.0
43	1.16	0.978	-1.0
4942	0.217	-1.21	-1.0
3967	0.731	1.74	1.0
2907	-0.9540000000000001	0.848	-1.0
3495	1.72	-0.259	-1.0
3833	-0.314	-0.919	-1.0
4768	1.12	-1.22	1.0
272	-0.36	-1.28	-1.0
3836	0.991	-1.1	1.0
1557	0.282	-1.43	-1.0
3949	-0.6779999999999999	1.6	-1.0
893	-1.52	0.38799999999999996	-1.0
4361	0.813	1.06	-1.0
839	0.19899999999999998	-0.86	-1.0
4848	-1.66	-0.56	1.0
2709	-0.95	0.14400000000000002	1.0
2264	-0.303	-0.883	-1.0
216	0.254	-0.862	-1.0
817	-0.00698	-1.15	-1.0
2336	0.271	0.0595	1.0
2462	0.152	-0.9640000000000001	-1.0
4101	1.24	-1.33	1.0
4015	-0.76	-1.26	-1.0
1488	-1.92	-1.06	1.0
1946	1.39	0.504	-1.0
2211	-1.57	0.905	-1.0
1059	1.37	0.428	-1.0
2690	-0.603	1.3	-1.0
218	1.97	0.99	1.0
1861	1.42	-0.0465	-1.0
4881	-1.89	-1.7	1.0
100	-1.78	-0.37799999999999995	1.0
1474	-0.484	-1.2	-1.0
1119	0.073	-0.0016899999999999999	1.0
4695	1.13	-1.27	1.0
2147	2.22	-2.04	-1.0
2350	-0.0958	-1.66	-1.0
2981	0.20800000000000002	-0.42700000000000005	1.0
4891	0.764	0.469	-1.0
4145	-0.878	-1.46	-1.0
4399	-1.19	1.14	-1.0
1713	-0.735	-1.19	-1.0
2512	0.5379999999999999	-1.39	-1.0
4405	-0.0773	-1.22	-1.0
2436	0.586	-0.273	1.0
377	-0.102	-0.13	1.0
4690	-0.9890000000000001	0.48	-1.0
1656	-0.0342	0.145	1.0
743	0.195	-0.29600000000000004	1.0
4366	0.273	1.79	-1.0
1137	0.6859999999999999	-0.19	1.0
195	-0.753	-0.0615	1.0
2808	0.948	1.41	-1.0
784	-0.61	-0.306	1.0
387	0.794	0.762	-1.0
4988	0.0301	-0.894	-1.0
3001	-1.74	-1.83	1.0
1980	-0.597	0.23199999999999998	1.0
1338	-1.55	-0.6629999999999999	1.0
3301	-1.66	0.75	-1.0
248	0.0107	0.0258	1.0
2595	-0.522	0.20600000000000002	1.0
3025	0.0169	-1.22	-1.0
4378	0.0878	-1.08	-1.0
4823	-0.958	0.536	-1.0
749	0.755	0.22	1.0
310	-0.0263	-1.35	-1.0
3677	0.82	1.83	-1.0
4669	0.408	-0.664	1.0
5196	1.02	-0.625	1.0
3066	-0.384	-0.397	1.0
502	-1.23	-0.308	1.0
1885	-1.2	0.455	-1.0
625	-0.11	-0.9109999999999999	-1.0
5238	-0.253	-0.406	1.0
1658	0.743	-1.01	1.0
1452	-0.0184	-1.13	-1.0
1884	-1.6	-0.541	1.0
2102	-0.563	-0.16399999999999998	1.0
3595	-1.44	0.0919	1.0
462	-1.24	-0.919	1.0
29	-0.687	-1.29	-1.0
4492	0.733	0.9259999999999999	-1.0
3424	1.58	0.20600000000000002	-1.0
3338	-0.6659999999999999	-1.1	-1.0
87	1.23	-1.2	1.0
4181	1.52	0.315	-1.0
5034	0.9159999999999999	1.63	-1.0
2023	0.56	1.18	-1.0
1198	0.551	0.9209999999999999	-1.0
4332	-1.77	-0.455	1.0
1168	0.595	1.02	-1.0
754	0.27	0.696	1.0
1568	-0.995	-0.937	-1.0
5297	2.64	1.14	1.0
2822	-0.826	-1.67	-1.0
1016	0.8390000000000001	-0.0819	1.0
2716	1.32	-1.23	1.0
787	0.7809999999999999	0.415	-1.0
3205	0.0526	1.42	-1.0
611	-1.35	-0.485	1.0
1013	-1.65	-0.723	1.0
3817	0.344	0.9079999999999999	-1.0
2299	-1.71	-1.27	1.0
4046	-1.75	-1.63	1.0
2478	0.0852	-0.852	-1.0
2836	0.991	0.594	-1.0
3774	1.24	0.9079999999999999	-1.0
1492	-0.836	0.9590000000000001	-1.0
1717	1.18	-1.19	1.0
3088	0.32899999999999996	1.11	-1.0
635	0.17600000000000002	1.94	-1.0
2361	-0.821	-0.855	1.0
1123	0.375	1.24	-1.0
5043	-0.965	-0.978	-1.0
2568	-1.14	1.16	-1.0
1103	-0.711	0.0759	1.0
2809	-0.9990000000000001	0.9059999999999999	-1.0
3950	-0.145	1.65	-1.0
2222	-0.135	0.0707	1.0
415	-0.52	-1.52	-1.0
104	1.22	-0.361	1.0
2455	-0.826	-0.966	-1.0
2112	-0.855	1.44	-1.0
209	0.29100000000000004	-0.795	-1.0
4701	0.7240000000000001	0.706	-1.0
4845	-1.54	0.516	1.0
129	1.39	-0.376	-1.0
2054	-0.0305	-1.09	-1.0
1049	0.981	-0.0572	-1.0
1220	-2.1	-0.8590000000000001	1.0
5259	0.552	1.04	-1.0
3981	1.13	-1.75	1.0
2268	-1.06	-0.86	1.0
3775	-0.057999999999999996	-0.904	-1.0
2289	0.619	1.65	-1.0
492	0.7070000000000001	0.0524	1.0
880	-0.396	-1.38	-1.0
918	0.0176	0.0932	1.0
2506	0.893	-0.327	1.0
1038	-0.812	-0.41100000000000003	1.0
1419	-0.7	-1.25	-1.0
5117	-1.31	0.175	1.0
3831	-0.8170000000000001	-0.7829999999999999	-1.0
3417	1.09	-0.384	1.0
646	-1.3	-1.17	1.0
3822	0.21	2.18	-1.0
3069	-0.14800000000000002	-1.37	-1.0
5271	0.762	0.125	1.0
4649	0.424	1.64	1.0
5168	-1.84	-0.865	1.0
2856	-1.16	-0.6409999999999999	-1.0
4029	0.008790000000000001	1.47	-1.0
4330	-1.24	0.1	1.0
4355	-0.48200000000000004	0.0903	1.0
2562	1.42	-1.1	1.0
1032	2.17	1.24	1.0
3399	-0.769	-1.46	-1.0
2905	0.0844	1.72	1.0
2381	1.08	0.43700000000000006	-1.0
3535	-1.02	-1.29	-1.0
4194	1.78	1.01	1.0
4817	0.93	-0.375	1.0
1442	-0.634	1.65	-1.0
4300	2.4	1.2	1.0
4313	0.976	1.24	-1.0
1475	-0.9840000000000001	1.03	-1.0
5230	0.42	1.1	-1.0
3580	0.627	0.23399999999999999	-1.0
328	-0.7170000000000001	1.0	-1.0
3828	0.9279999999999999	1.45	1.0
2963	0.8959999999999999	0.363	1.0
2193	0.0853	0.789	1.0
4829	-0.0406	2.09	-1.0
4958	0.000519	0.282	1.0
904	0.171	-0.8859999999999999	-1.0
762	1.47	-0.312	1.0
4980	-0.718	-1.25	-1.0
4918	-1.78	-0.687	1.0
477	-0.617	-1.02	-1.0
1522	-0.38799999999999996	-1.08	-1.0
4404	0.513	0.741	-1.0
2869	1.79	-0.8340000000000001	-1.0
5198	-0.6579999999999999	-1.31	-1.0
1404	0.222	0.214	1.0
4270	0.643	-0.35100000000000003	1.0
3351	0.09699999999999999	-0.593	1.0
4888	-1.81	-0.488	1.0
4097	0.76	-1.16	1.0
145	1.94	-0.65	-1.0
4083	-0.6509999999999999	1.12	-1.0
2758	-0.409	0.349	1.0
3207	-1.43	-0.546	1.0
3234	0.321	0.299	1.0
2816	0.249	-1.46	-1.0
2325	0.929	-0.902	1.0
3936	0.298	-0.878	-1.0
2062	1.49	0.627	-1.0
5292	-1.7	-0.5539999999999999	1.0
2960	-0.852	1.32	-1.0
4998	-0.501	0.0787	1.0
41	-1.41	1.11	-1.0
211	1.1	-0.695	1.0
661	-1.46	-0.909	1.0
3273	1.21	0.22699999999999998	-1.0
4009	-1.58	-0.7979999999999999	1.0
4549	0.627	0.125	-1.0
3127	0.747	-1.05	1.0
919	1.72	-0.44799999999999995	-1.0
1697	-0.866	0.7509999999999999	-1.0
4766	0.41100000000000003	1.47	-1.0
2985	-0.78	-1.52	-1.0
2937	0.261	0.214	1.0
2437	-0.0272	1.86	1.0
866	0.016	-1.13	-1.0
435	1.05	0.444	-1.0
4769	-0.652	1.14	-1.0
2672	0.816	0.762	-1.0
1965	1.27	1.6	1.0
587	-1.57	-1.74	1.0
1044	1.41	-1.48	1.0
2592	1.2	0.0691	-1.0
1997	1.46	0.6509999999999999	-1.0
4261	0.0899	-1.09	-1.0
2925	-1.02	0.8490000000000001	-1.0
2060	-1.02	1.53	-1.0
140	0.9259999999999999	0.972	-1.0
1321	0.748	1.81	1.0
4293	0.49700000000000005	2.23	-1.0
3275	0.514	1.52	-1.0
1636	0.391	-0.0901	1.0
898	-1.22	0.831	-1.0
388	-0.314	0.0194	1.0
4770	0.608	0.0135	1.0
1744	0.836	0.8490000000000001	-1.0
2370	-1.85	-0.35	1.0
235	2.07	1.21	1.0
178	-1.7	0.872	-1.0
3269	-0.445	-1.24	-1.0
1971	-1.36	-0.258	1.0
4946	-1.69	-1.27	1.0
3280	0.9620000000000001	0.851	-1.0
3621	-1.31	-1.16	1.0
1411	-0.203	-1.08	-1.0
73	-1.67	-1.26	1.0
812	-0.28300000000000003	1.88	1.0
2643	-1.85	-0.467	1.0
4411	-0.83	-1.08	-1.0
1674	0.0698	-1.25	-1.0
2010	-0.968	-0.226	1.0
3992	0.43700000000000006	2.35	-1.0
3037	-0.9209999999999999	0.894	1.0
2955	-0.0723	-0.428	1.0
5193	0.485	0.635	-1.0
5172	-0.551	0.28800000000000003	1.0
5061	-1.82	0.885	-1.0
3473	-0.26	1.36	-1.0
2579	0.866	0.612	-1.0
4633	2.11	0.9420000000000001	1.0
3648	-0.509	-0.8240000000000001	-1.0
2009	-0.961	-0.102	1.0
1532	0.7240000000000001	-0.574	1.0
3720	0.507	1.02	-1.0
3650	1.95	0.902	1.0
557	-0.495	-1.2	-1.0
2573	2.13	1.16	1.0
4064	-1.07	1.3	-1.0
4710	-0.753	-1.08	-1.0
4221	0.8170000000000001	-0.941	1.0
1121	0.48	-1.15	-1.0
3849	-1.01	0.768	-1.0
157	1.02	-0.261	1.0
289	-0.914	1.07	-1.0
773	1.45	-0.26	-1.0
4324	0.45799999999999996	-0.157	1.0
4376	0.494	1.18	-1.0
5293	0.40399999999999997	0.00999	1.0
2166	0.635	1.67	1.0
4297	-0.488	-1.31	-1.0
655	1.42	-0.146	-1.0
4950	-0.742	-1.02	-1.0
833	0.976	-1.53	1.0
364	-0.972	-1.06	-1.0
882	0.903	-1.17	1.0
4441	0.196	1.76	-1.0
228	1.14	-0.209	1.0
1856	0.616	1.77	1.0
440	2.6	0.951	1.0
3913	0.9179999999999999	1.72	1.0
2567	-0.379	0.638	1.0
4517	0.41700000000000004	-1.54	-1.0
3429	0.8340000000000001	0.925	-1.0
1155	-0.5770000000000001	0.20600000000000002	1.0
219	0.47100000000000003	1.39	-1.0
1193	0.0379	-1.64	-1.0
2991	-1.15	-0.508	1.0
3228	1.24	0.79	-1.0
2675	1.2	-0.9440000000000001	1.0
1671	0.0179	-1.01	-1.0
4764	-0.07400000000000001	1.97	1.0
321	1.49	-0.007790000000000001	-1.0
156	-0.536	1.13	-1.0
5266	-0.753	1.18	-1.0
4400	-0.728	-0.76	1.0
1731	-0.813	-0.665	1.0
4425	0.603	0.145	1.0
2871	2.55	1.4	1.0
3541	-0.142	1.65	-1.0
4463	0.924	0.861	-1.0
84	0.415	-1.0	-1.0
2071	-0.779	0.6759999999999999	1.0
2217	-1.36	0.887	-1.0
1644	-0.818	0.654	1.0
2846	0.47	-0.765	1.0
4852	-1.1	0.6409999999999999	1.0
1903	-0.235	0.35200000000000004	1.0
4384	-0.26899999999999996	1.37	-1.0
4211	0.23399999999999999	-0.413	1.0
3386	-1.71	-0.319	1.0
2177	2.08	1.35	1.0
1115	0.191	1.94	-1.0
3324	1.35	-0.461	-1.0
370	1.2	-1.56	1.0
5212	-1.39	0.862	-1.0
4212	-0.861	-1.21	-1.0
3210	-1.19	-0.638	1.0
3845	1.27	-0.519	-1.0
3111	0.9229999999999999	-1.02	1.0
1775	-1.19	-0.9390000000000001	-1.0
2354	-0.23600000000000002	-1.54	-1.0
2625	-0.595	0.625	1.0
1700	-0.486	-1.53	-1.0
3395	1.75	0.016	-1.0
2896	0.7390000000000001	0.6729999999999999	-1.0
810	-0.934	-1.58	-1.0
4374	-0.536	1.19	-1.0
3957	-0.8590000000000001	1.26	-1.0
4504	1.31	0.17	-1.0
676	-0.0723	-1.08	-1.0
4390	-0.222	0.259	1.0
2819	-0.292	1.32	-1.0
436	0.35100000000000003	-0.0402	1.0
5281	0.244	-0.69	1.0
3175	-0.8959999999999999	0.207	1.0
3436	0.39	1.27	-1.0
1023	-0.7090000000000001	-0.262	1.0
2731	0.534	-0.763	1.0
2829	0.0394	-1.35	-1.0
2328	-1.02	-0.0308	1.0
168	0.917	0.525	-1.0
3542	0.335	1.95	-1.0
3493	0.456	0.278	1.0
2344	0.6829999999999999	1.6	1.0
5295	0.335	1.39	1.0
2187	-0.981	-1.04	-1.0
4512	1.33	-0.0673	-1.0
3909	-1.64	0.5720000000000001	-1.0
4680	-1.12	0.6990000000000001	-1.0
2508	1.01	-1.12	1.0
2765	-0.595	1.09	-1.0
3611	1.59	-0.0963	-1.0
327	-0.207	-0.745	-1.0
2669	0.017	-1.26	-1.0
2657	1.19	0.19	-1.0
2342	-1.38	-1.11	1.0
1298	-1.25	-0.897	1.0
4857	-1.03	1.01	-1.0
2589	-0.44799999999999995	0.91	-1.0
3419	-0.85	0.963	-1.0
1992	0.9570000000000001	0.0986	-1.0
1916	-0.8190000000000001	-0.943	-1.0
3198	0.75	1.92	1.0
2099	0.37	-0.0513	1.0
860	-0.314	-0.9840000000000001	-1.0
2134	1.54	-0.336	-1.0
4840	0.257	0.154	1.0
4969	1.03	-0.191	-1.0
2932	1.89	1.34	1.0
2713	0.44	-0.778	-1.0
478	-0.66	0.965	-1.0
2586	1.08	-1.76	1.0
496	1.84	1.18	1.0
128	1.01	0.48	-1.0
4556	1.11	0.685	-1.0
25	-0.871	-0.825	1.0
3518	-0.56	-1.12	-1.0
153	0.529	0.133	-1.0
2879	-1.51	0.213	1.0
4500	-0.47200000000000003	0.267	1.0
45	-0.522	-1.34	-1.0
3310	1.25	-0.20199999999999999	-1.0
4021	-0.599	1.25	-1.0
4460	-0.688	-1.14	-1.0
1435	-0.836	-0.507	1.0
1773	1.27	0.496	-1.0
203	-0.447	-1.0	-1.0
3502	0.000725	-0.0366	1.0
4135	0.221	0.946	1.0
653	0.15	1.3	-1.0
1216	-0.11199999999999999	1.85	1.0
2810	-1.63	0.27899999999999997	1.0
161	-1.16	0.469	1.0
938	1.85	1.38	1.0
1994	0.303	-1.35	-1.0
5243	1.48	1.78	1.0
4992	0.13	1.41	-1.0
3315	1.18	0.204	-1.0
4086	-1.31	0.239	1.0
606	-1.41	-0.214	1.0
4822	0.805	0.42	-1.0
1288	0.384	-0.314	1.0
417	-0.648	-0.631	-1.0
1602	0.424	-0.84	-1.0
701	1.39	-0.872	1.0
2396	-0.37200000000000005	1.54	-1.0
1381	1.15	-1.56	1.0
4741	-0.17800000000000002	-0.551	1.0
1365	2.34	1.13	1.0
1222	0.52	1.25	-1.0
5004	-0.5329999999999999	1.22	-1.0
1907	0.905	-0.551	1.0
1055	-0.259	0.996	-1.0
4834	-1.1	0.8170000000000001	-1.0
4619	-0.7020000000000001	-0.8109999999999999	-1.0
4592	1.5	0.0442	-1.0
277	0.17800000000000002	1.49	-1.0
1432	1.81	-0.218	-1.0
3199	-0.47200000000000003	-0.0198	1.0
4075	-2.25	0.16699999999999998	-1.0
3615	1.18	0.33399999999999996	-1.0
3321	-0.9740000000000001	1.05	-1.0
3031	-1.29	-1.14	1.0
3314	1.25	0.555	-1.0
3122	-0.419	1.4	-1.0
777	2.51	1.11	1.0
3803	1.58	-0.46799999999999997	-1.0
4314	0.0271	1.83	1.0
2839	-1.78	0.8190000000000001	-1.0
3061	0.883	0.106	1.0
2172	-0.986	-1.27	-1.0
4014	-1.21	1.0	-1.0
1612	-0.13699999999999998	-1.16	-1.0
3218	-0.945	-0.639	1.0
2741	-0.9259999999999999	0.6940000000000001	-1.0
4073	0.688	-0.878	1.0
1042	-0.54	-0.601	1.0
1065	-0.804	0.396	1.0
1649	0.413	0.473	1.0
873	1.05	-2.08	1.0
3931	-0.16899999999999998	-0.135	1.0
1808	-0.23	-1.02	-1.0
374	-0.74	-1.53	-1.0
1944	-0.24100000000000002	0.897	1.0
3772	-0.436	1.86	-1.0
1331	-0.369	-0.9840000000000001	-1.0
119	1.27	0.589	-1.0
1768	0.247	0.41	1.0
1874	-1.08	-1.17	-1.0
538	-2.08	-1.78	1.0
3263	-0.228	-1.06	-1.0
3016	0.27699999999999997	-0.324	1.0
2748	0.226	-1.02	-1.0
234	-0.168	1.32	-1.0
4640	-0.0874	-1.07	-1.0
5077	-0.968	-0.912	-1.0
632	-0.254	-0.932	-1.0
3380	-1.84	0.0932	-1.0
3962	-0.836	-1.36	-1.0
1087	-0.93	0.758	-1.0
2789	0.39899999999999997	-0.594	1.0
3712	0.721	0.731	-1.0
1933	-1.24	0.32299999999999995	1.0
4360	0.777	0.312	-1.0
3471	1.32	0.376	-1.0
3163	-0.106	-1.14	-1.0
2719	0.395	-1.04	-1.0
247	1.22	-0.0172	-1.0
5289	-0.9540000000000001	0.687	1.0
264	1.43	0.484	-1.0
4306	1.71	-0.945	-1.0
935	-1.24	-0.72	1.0
2376	-1.9	-1.46	1.0
3924	0.0966	-1.06	-1.0
1614	-0.0172	-1.03	-1.0
2406	0.794	1.01	-1.0
4898	-1.57	-1.47	1.0
529	0.183	-1.21	-1.0
2993	0.757	-0.20800000000000002	1.0
3312	-0.163	-0.759	-1.0
4183	-0.29	0.7	1.0
3192	-0.747	-0.72	-1.0
3693	2.68	1.17	1.0
35	1.12	0.626	-1.0
1151	0.0328	1.22	-1.0
3972	0.14300000000000002	0.845	-1.0
1821	0.848	0.402	-1.0
4041	0.9159999999999999	-0.0255	1.0
1162	0.21600000000000003	1.96	1.0
2315	-1.06	-1.24	-1.0
952	-1.42	-0.36	1.0
2949	-1.04	-0.0359	1.0
2499	-0.11599999999999999	1.26	-1.0
1902	0.639	-0.815	-1.0
3927	-1.88	-1.26	1.0
3982	-0.466	-0.851	-1.0
4243	-0.5489999999999999	1.03	-1.0
3433	1.34	0.32	-1.0
1534	0.385	-0.7440000000000001	-1.0
5154	1.07	0.457	-1.0
1899	-1.05	-0.382	1.0
1537	0.0586	-0.133	1.0
1955	0.8	0.662	-1.0
4063	-1.28	-1.12	1.0
4191	-0.508	-0.6940000000000001	1.0
4751	-1.74	0.975	-1.0
1679	0.528	-1.04	1.0
2246	-0.21899999999999997	0.524	1.0
3687	0.46399999999999997	-0.792	1.0
78	-0.124	-1.12	-1.0
3070	0.355	2.08	-1.0
1078	1.79	1.5	1.0
1543	0.523	1.05	-1.0
4542	0.109	-0.522	1.0
1464	0.299	1.49	-1.0
1410	-1.18	0.42200000000000004	1.0
3476	1.23	-2.2	1.0
836	-0.012	1.42	-1.0
971	-0.8009999999999999	-0.24	1.0
3758	-1.3	0.469	-1.0
3525	1.49	-0.8859999999999999	-1.0
1900	1.46	-0.0465	-1.0
1396	1.08	1.36	1.0
4624	0.247	1.65	1.0
558	-0.8029999999999999	-0.782	-1.0
1358	-0.0979	-1.01	-1.0
2045	0.11	0.5529999999999999	1.0
3266	0.9259999999999999	-1.17	1.0
586	-0.601	-0.539	1.0
497	1.49	-0.156	-1.0
3788	0.917	0.231	-1.0
1037	-0.0936	-1.28	-1.0
4189	-0.264	-1.14	-1.0
4264	-1.15	-0.545	1.0
2	-1.05	0.72	-1.0
674	0.5479999999999999	-0.9590000000000001	-1.0
1219	-1.6	0.632	-1.0
2021	-0.0999	1.97	1.0
3815	1.89	-0.633	-1.0
621	-0.457	-0.322	1.0
2167	0.336	0.611	1.0
1790	-1.28	-1.17	1.0
2876	-0.0906	2.01	-1.0
115	0.408	1.16	-1.0
877	0.551	1.48	-1.0
172	-0.0625	-0.12	1.0
3637	0.677	0.10800000000000001	1.0
4494	0.0125	-0.665	-1.0
442	-1.29	-0.529	1.0
884	1.18	0.9129999999999999	-1.0
4453	0.919	0.7979999999999999	-1.0
4004	1.08	1.37	1.0
706	-0.166	-0.986	-1.0
1073	0.713	2.04	1.0
3296	-0.38299999999999995	-1.26	-1.0
3511	1.27	-0.685	-1.0
1582	1.08	-1.83	1.0
2704	0.42200000000000004	2.33	-1.0
3791	-1.53	0.257	-1.0
1278	1.67	-0.978	-1.0
5134	1.44	-1.7	1.0
4439	-0.621	1.11	-1.0
5244	-1.61	-0.363	1.0
3152	-0.552	-1.18	-1.0
406	0.379	1.36	-1.0
4410	0.884	-0.7659999999999999	1.0
5253	-1.02	-0.22399999999999998	1.0
3124	-0.132	0.9540000000000001	-1.0
5084	0.374	0.966	-1.0
5109	-1.09	0.531	-1.0
4209	-0.956	1.11	-1.0
1881	1.78	1.19	1.0
3107	-0.182	-1.54	-1.0
4214	-1.38	-0.826	1.0
1853	-1.68	0.93	-1.0
4968	0.382	0.175	1.0
2510	1.52	-1.12	1.0
83	0.0238	0.0836	1.0
3703	1.47	0.486	-1.0
2154	-0.8290000000000001	1.06	-1.0
4720	-0.40299999999999997	-0.488	1.0
1561	0.29	0.591	-1.0
117	2.07	1.02	1.0
1977	-1.21	-0.733	1.0
2416	0.10800000000000001	-0.769	-1.0
3978	1.08	0.08800000000000001	-1.0
695	0.24	-1.14	-1.0
1541	-1.34	-0.462	1.0
338	-0.946	-0.19699999999999998	1.0
3705	-0.5429999999999999	7.62e-05	1.0
1968	1.23	-0.785	1.0
3994	0.5429999999999999	0.9129999999999999	-1.0
5165	-0.23399999999999999	-0.6559999999999999	1.0
3415	0.8340000000000001	-0.177	1.0
111	-0.28	-1.3	-1.0
3932	-1.28	-0.542	1.0
4862	-0.162	1.84	-1.0
4301	1.57	-0.909	1.0
3752	0.368	-0.856	-1.0
3306	-0.99	0.231	1.0
3937	-1.46	1.11	-1.0
2862	-0.927	-0.406	1.0
2813	0.0941	1.44	-1.0
3008	0.14800000000000002	1.26	-1.0
1710	-0.162	-1.24	-1.0
2115	0.7120000000000001	0.8370000000000001	-1.0
3709	1.96	1.28	1.0
567	-1.12	0.5589999999999999	1.0
4879	-0.0273	0.7390000000000001	1.0
1444	-0.0397	-1.09	-1.0
2015	1.21	1.31	1.0
4199	0.35100000000000003	-0.9640000000000001	-1.0
573	-1.52	-0.6579999999999999	1.0
3054	-1.2	0.92	-1.0
3056	0.247	-1.28	-1.0
192	0.8959999999999999	1.58	1.0
5189	1.29	-0.657	1.0
4402	-0.17300000000000001	1.59	-1.0
4312	-1.52	-0.00335	1.0
2648	-0.0708	0.439	1.0
1493	-0.247	0.775	1.0
4070	-1.68	-0.47200000000000003	1.0
3235	-1.92	-1.5	1.0
3456	-0.598	-1.38	-1.0
5079	-0.271	1.59	-1.0
2334	0.8009999999999999	1.14	-1.0
5199	-0.405	-1.25	-1.0
4908	-0.163	-0.39799999999999996	1.0
1508	1.26	-2.39	1.0
2711	0.953	0.7190000000000001	-1.0
1728	-0.0547	-1.06	-1.0
1195	0.314	1.84	-1.0
4210	1.35	-0.9620000000000001	1.0
322	0.7190000000000001	0.0781	1.0
2647	-0.688	0.7090000000000001	1.0
3883	1.5	-0.0608	-1.0
4138	-1.7	-1.79	1.0
3256	-0.616	0.413	1.0
3328	-1.45	-0.16699999999999998	1.0
4820	-0.9179999999999999	-0.578	1.0
849	1.78	-0.508	-1.0
3566	0.604	0.555	-1.0
3363	0.29100000000000004	1.34	-1.0
2145	-0.47200000000000003	-1.16	-1.0
3105	-2.13	0.6779999999999999	-1.0
4100	-0.665	-1.04	-1.0
4497	0.0368	-0.239	1.0
1319	-0.747	0.46799999999999997	1.0
1810	0.168	1.7	-1.0
3885	1.64	-0.308	-1.0
4961	0.235	0.772	1.0
629	0.205	-0.47100000000000003	1.0
2446	1.08	-0.133	-1.0
4143	1.45	0.273	-1.0
3880	-0.5870000000000001	1.01	-1.0
1313	-1.62	-1.16	1.0
516	-0.107	-1.5	-1.0
3322	-1.96	0.445	-1.0
1485	-1.03	-0.858	1.0
1380	-0.68	-1.07	-1.0
2538	0.126	-1.08	-1.0
902	-0.23800000000000002	0.126	1.0
4856	0.287	-1.45	-1.0
4846	1.55	-0.466	-1.0
2834	1.12	1.01	-1.0
3744	-0.5579999999999999	-1.73	-1.0
4186	-0.0163	-1.07	-1.0
2340	0.82	-0.514	1.0
972	-0.17800000000000002	-0.23800000000000002	1.0
1153	-2.11	-1.45	1.0
4385	-0.8029999999999999	-1.09	-1.0
351	-1.18	-0.0978	1.0
4812	1.22	0.217	-1.0
910	-0.8270000000000001	-0.506	1.0
2762	0.575	1.42	1.0
2935	1.85	1.61	1.0
607	-0.192	1.66	-1.0
2284	0.21899999999999997	1.59	1.0
2924	-1.38	-0.149	1.0
1923	0.7509999999999999	0.608	-1.0
3226	0.465	0.28300000000000003	1.0
2502	0.19	0.9690000000000001	1.0
5141	1.05	0.47200000000000003	-1.0
2570	-1.08	1.19	-1.0
4642	0.973	0.653	-1.0
52	-2.11	0.193	-1.0
3343	0.589	0.7140000000000001	-1.0
215	1.18	0.614	-1.0
339	0.812	-0.195	1.0
4256	0.745	0.877	-1.0
263	-0.467	-1.51	-1.0
3800	-1.05	0.21899999999999997	1.0
1714	-0.141	-0.11900000000000001	1.0
4799	0.0114	-1.46	-1.0
2493	-1.16	-0.285	1.0
371	-0.20800000000000002	0.332	1.0
3655	0.235	-1.06	-1.0
423	-0.395	-0.7559999999999999	-1.0
3191	-0.35	-1.49	-1.0
5110	0.7090000000000001	0.872	-1.0
250	0.139	-1.01	-1.0
1860	-0.581	-0.182	1.0
4006	-0.325	0.9690000000000001	1.0
539	-0.631	-0.867	-1.0
2077	1.03	0.0331	-1.0
650	0.105	0.10300000000000001	1.0
1597	1.11	0.205	-1.0
1129	1.33	0.335	-1.0
3337	1.8	1.36	1.0
3985	0.5529999999999999	-0.172	1.0
1509	-0.807	0.992	-1.0
1633	-0.639	0.522	1.0
4033	0.934	0.32	-1.0
3100	0.35	1.22	-1.0
5119	0.614	-1.46	-1.0
4011	0.332	-0.69	1.0
3104	-1.39	-0.11800000000000001	1.0
3593	-0.195	1.31	-1.0
679	1.43	0.147	-1.0
1524	-0.79	-0.823	-1.0
3799	0.289	1.01	-1.0
5162	-1.19	1.01	-1.0
4034	-0.226	-1.45	-1.0
2086	0.534	1.86	1.0
4752	1.34	-1.07	1.0
1302	-0.501	1.1	-1.0
279	-0.956	-0.818	1.0
3062	-0.20600000000000002	-0.0207	1.0
705	1.77	0.109	-1.0
2311	-0.8390000000000001	0.111	1.0
1187	0.682	-0.146	-1.0
4631	-0.12	-1.22	-1.0
1550	0.155	0.0373	1.0
3974	-0.397	0.563	1.0
1837	-0.581	0.5820000000000001	1.0
2524	0.677	1.03	-1.0
5063	0.8740000000000001	-0.769	1.0
4831	-0.21600000000000003	-0.353	1.0
2522	2.22	1.18	1.0
2550	-0.701	1.17	-1.0
1397	-0.639	1.25	-1.0
5206	-1.32	1.1	-1.0
193	-0.41200000000000003	0.49200000000000005	1.0
1703	1.4	-0.8740000000000001	1.0
2481	-0.441	-1.45	-1.0
1872	-0.21899999999999997	-0.195	1.0
1646	0.941	-0.254	1.0
4165	0.431	1.64	1.0
4469	1.43	-0.816	1.0
3540	0.615	0.375	-1.0
3443	0.586	0.402	-1.0
